group_type,group,group_order,threshold,appearance_number,appearance_stage,comparison,comparison_label,left_model,right_model,metric,metric_definition,appearances,players,matches,positive_delta_means,point_estimate,ci_lower,ci_upper,bootstrap_type,bootstrap_replications,cluster_variable,clusters,small_sample_warning
appearance_stage,6-10,3,,,6-10,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,449,121,433,Glicko low inflation better,-0.00174312892077,-0.016555722539,0.0136217484319,player_cluster,2000,player_id,121,False
appearance_stage,6-10,3,,,6-10,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,449,121,433,Glicko low inflation better,-0.0148818352646,-0.0564852183928,0.0244966588064,player_cluster,2000,player_id,121,False
appearance_stage,6-10,3,,,6-10,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,449,121,433,Glicko low inflation better,0.0378619153675,0,0.0752242696084,player_cluster,2000,player_id,121,False
appearance_stage,6-10,3,,,6-10,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_brier,left_model_brier - right_model_brier,449,121,433,Adaptive-K Elo better,-0.00706987879854,-0.0113278511633,-0.00297800640363,player_cluster,2000,player_id,121,False
appearance_stage,6-10,3,,,6-10,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_log_loss,left_model_log_loss - right_model_log_loss,449,121,433,Adaptive-K Elo better,-0.0172983824136,-0.0271555424374,-0.00753631885279,player_cluster,2000,player_id,121,False
appearance_stage,6-10,3,,,6-10,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_accuracy,right_model_accuracy - left_model_accuracy,449,121,433,Adaptive-K Elo better,-0.0022271714922,-0.0233654802148,0.0186513017499,player_cluster,2000,player_id,121,False
appearance_stage,6-10,3,,,6-10,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,449,121,433,Glicko low inflation better,0.00374224208122,-0.00180237374165,0.00931066717376,player_cluster,2000,player_id,121,False
appearance_stage,6-10,3,,,6-10,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,449,121,433,Glicko low inflation better,0.0119455813813,-0.00240565141275,0.02571976419,player_cluster,2000,player_id,121,False
appearance_stage,6-10,3,,,6-10,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,449,121,433,Glicko low inflation better,-0.00445434298441,-0.0280202735483,0.0192719486081,player_cluster,2000,player_id,121,False
appearance_stage,11-20,4,,,11-20,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,840,171,794,Glicko low inflation better,0.00276558552311,-0.00525682470228,0.010879357196,player_cluster,2000,player_id,171,False
appearance_stage,11-20,4,,,11-20,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,840,171,794,Glicko low inflation better,0.00297509162988,-0.0183432318164,0.0231105019494,player_cluster,2000,player_id,171,False
appearance_stage,11-20,4,,,11-20,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,840,171,794,Glicko low inflation better,0.0154761904762,-0.00927469135802,0.0415673390383,player_cluster,2000,player_id,171,False
appearance_stage,11-20,4,,,11-20,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_brier,left_model_brier - right_model_brier,840,171,794,Adaptive-K Elo better,-0.00355188476646,-0.00633512705256,-0.000677963141339,player_cluster,2000,player_id,171,False
appearance_stage,11-20,4,,,11-20,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_log_loss,left_model_log_loss - right_model_log_loss,840,171,794,Adaptive-K Elo better,-0.0109853175479,-0.0178319597457,-0.00420352042305,player_cluster,2000,player_id,171,False
appearance_stage,11-20,4,,,11-20,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_accuracy,right_model_accuracy - left_model_accuracy,840,171,794,Adaptive-K Elo better,0.00238095238095,-0.0132374624853,0.0178359096314,player_cluster,2000,player_id,171,False
appearance_stage,11-20,4,,,11-20,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,840,171,794,Glicko low inflation better,0.00483872130473,0.000385988373718,0.00923812640264,player_cluster,2000,player_id,171,False
appearance_stage,11-20,4,,,11-20,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,840,171,794,Glicko low inflation better,0.0116086087566,0.000729935844491,0.0218900103325,player_cluster,2000,player_id,171,False
appearance_stage,11-20,4,,,11-20,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,840,171,794,Glicko low inflation better,0.0130952380952,-0.00676988659108,0.0327699836217,player_cluster,2000,player_id,171,False
appearance_stage,21-50,5,,,21-50,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,1807,199,1633,Glicko low inflation better,0.00235569680354,-0.00271341615958,0.00724800929045,player_cluster,2000,player_id,199,False
appearance_stage,21-50,5,,,21-50,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,1807,199,1633,Glicko low inflation better,0.00304070792968,-0.00926717950328,0.014935105013,player_cluster,2000,player_id,199,False
appearance_stage,21-50,5,,,21-50,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,1807,199,1633,Glicko low inflation better,0.00553403431101,-0.00968568687469,0.0197594454764,player_cluster,2000,player_id,199,False
appearance_stage,21-50,5,,,21-50,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_brier,left_model_brier - right_model_brier,1807,199,1633,Adaptive-K Elo better,-0.00216426055442,-0.00425049594723,-0.000217473589076,player_cluster,2000,player_id,199,False
appearance_stage,21-50,5,,,21-50,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_log_loss,left_model_log_loss - right_model_log_loss,1807,199,1633,Adaptive-K Elo better,-0.00607720462953,-0.0109891629633,-0.00121929092594,player_cluster,2000,player_id,199,False
appearance_stage,21-50,5,,,21-50,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_accuracy,right_model_accuracy - left_model_accuracy,1807,199,1633,Adaptive-K Elo better,-0.00442722744881,-0.0148662760655,0.00667816876426,player_cluster,2000,player_id,199,False
appearance_stage,21-50,5,,,21-50,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,1807,199,1633,Glicko low inflation better,0.0057002373091,0.00126582985893,0.0102712620585,player_cluster,2000,player_id,199,False
appearance_stage,21-50,5,,,21-50,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,1807,199,1633,Glicko low inflation better,0.0145521801696,0.00410583002062,0.025505540547,player_cluster,2000,player_id,199,False
appearance_stage,21-50,5,,,21-50,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,1807,199,1633,Glicko low inflation better,0.00553403431101,-0.00848070908069,0.0205438610495,player_cluster,2000,player_id,199,False
appearance_stage,51+,6,,,51+,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,19256,786,10626,Glicko low inflation better,0.00303840483603,0.00227244346267,0.00383054978123,player_cluster,2000,player_id,786,False
appearance_stage,51+,6,,,51+,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,19256,786,10626,Glicko low inflation better,0.00686995182806,0.00494109576085,0.00884662280359,player_cluster,2000,player_id,786,False
appearance_stage,51+,6,,,51+,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,19256,786,10626,Glicko low inflation better,0.00597216452015,0.00254651955775,0.00931411093001,player_cluster,2000,player_id,786,False
appearance_stage,51+,6,,,51+,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_brier,left_model_brier - right_model_brier,19256,786,10626,Adaptive-K Elo better,-0.000170660593132,-0.000917119301106,0.000609735124802,player_cluster,2000,player_id,786,False
appearance_stage,51+,6,,,51+,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_log_loss,left_model_log_loss - right_model_log_loss,19256,786,10626,Adaptive-K Elo better,-0.00141264892166,-0.00328318776019,0.000436998110678,player_cluster,2000,player_id,786,False
appearance_stage,51+,6,,,51+,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_accuracy,right_model_accuracy - left_model_accuracy,19256,786,10626,Adaptive-K Elo better,0.00259659326963,-0.000823650699074,0.00625387776485,player_cluster,2000,player_id,786,False
appearance_stage,51+,6,,,51+,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,19256,786,10626,Glicko low inflation better,0.00866631190123,0.00711461259014,0.0101684343428,player_cluster,2000,player_id,786,False
appearance_stage,51+,6,,,51+,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,19256,786,10626,Glicko low inflation better,0.0214745366127,0.0177990251314,0.0254616821677,player_cluster,2000,player_id,786,False
appearance_stage,51+,6,,,51+,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,19256,786,10626,Glicko low inflation better,0.0195263813876,0.0143072148558,0.0247580859156,player_cluster,2000,player_id,786,False
exact_appearance_number,appearance_1,1,,1,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,76,76,74,Glicko low inflation better,-0.111793758935,-0.156897942905,-0.0666342625262,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_1,1,,1,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,76,76,74,Glicko low inflation better,-0.292283892348,-0.428250612177,-0.171151756608,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_1,1,,1,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,76,76,74,Glicko low inflation better,-0.131578947368,-0.236842105263,-0.0394736842105,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_1,1,,1,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_brier,left_model_brier - right_model_brier,76,76,74,Adaptive-K Elo better,-0.014810700537,-0.0239005501861,-0.00725178921864,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_1,1,,1,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_log_loss,left_model_log_loss - right_model_log_loss,76,76,74,Adaptive-K Elo better,-0.0338940552233,-0.051340277415,-0.0168256890142,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_1,1,,1,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_accuracy,right_model_accuracy - left_model_accuracy,76,76,74,Adaptive-K Elo better,-0.0394736842105,-0.0921052631579,0,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_1,1,,1,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,76,76,74,Glicko low inflation better,0.0262693142669,0.00957546867219,0.0430464386415,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_1,1,,1,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,76,76,74,Glicko low inflation better,0.066970417898,0.024426660682,0.111485341693,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_1,1,,1,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,76,76,74,Glicko low inflation better,0.0526315789474,0.0131578947368,0.105263157895,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_2,2,,2,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,76,76,75,Glicko low inflation better,-0.0128991029526,-0.0545817248435,0.0269564770216,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_2,2,,2,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,76,76,75,Glicko low inflation better,-0.0577071861952,-0.192010628888,0.058911956062,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_2,2,,2,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,76,76,75,Glicko low inflation better,0.0657894736842,-0.0263157894737,0.157894736842,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_2,2,,2,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_brier,left_model_brier - right_model_brier,76,76,75,Adaptive-K Elo better,-0.0092644481879,-0.0190144191781,-0.000107060095811,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_2,2,,2,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_log_loss,left_model_log_loss - right_model_log_loss,76,76,75,Adaptive-K Elo better,-0.0153212393373,-0.0448326270347,0.0159463785929,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_2,2,,2,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_accuracy,right_model_accuracy - left_model_accuracy,76,76,75,Adaptive-K Elo better,0.0131578947368,-0.0394736842105,0.0661184210526,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_2,2,,2,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,76,76,75,Glicko low inflation better,-0.000845790559521,-0.021180049718,0.0176950711156,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_2,2,,2,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,76,76,75,Glicko low inflation better,-0.00274404680547,-0.0580324288576,0.0447453330222,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_2,2,,2,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,76,76,75,Glicko low inflation better,0.0263157894737,-0.0263157894737,0.0789473684211,player_cluster,2000,player_id,76,False
exact_appearance_number,appearance_3,3,,3,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,83,83,81,Glicko low inflation better,0.00053440789834,-0.0381231234009,0.0394616445702,player_cluster,2000,player_id,83,False
exact_appearance_number,appearance_3,3,,3,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,83,83,81,Glicko low inflation better,-0.0191950559118,-0.122062473757,0.0840028612718,player_cluster,2000,player_id,83,False
exact_appearance_number,appearance_3,3,,3,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,83,83,81,Glicko low inflation better,0.0481927710843,-0.0481927710843,0.144578313253,player_cluster,2000,player_id,83,False
exact_appearance_number,appearance_3,3,,3,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_brier,left_model_brier - right_model_brier,83,83,81,Adaptive-K Elo better,-0.00405487012206,-0.012586768095,0.00464839239335,player_cluster,2000,player_id,83,False
exact_appearance_number,appearance_3,3,,3,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_log_loss,left_model_log_loss - right_model_log_loss,83,83,81,Adaptive-K Elo better,-0.0122247043536,-0.0312356439562,0.00692319489353,player_cluster,2000,player_id,83,False
exact_appearance_number,appearance_3,3,,3,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_accuracy,right_model_accuracy - left_model_accuracy,83,83,81,Adaptive-K Elo better,-0.0120481927711,-0.0722891566265,0.0481927710843,player_cluster,2000,player_id,83,False
exact_appearance_number,appearance_3,3,,3,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,83,83,81,Glicko low inflation better,-0.00759962174852,-0.0225494087227,0.00599094639847,player_cluster,2000,player_id,83,False
exact_appearance_number,appearance_3,3,,3,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,83,83,81,Glicko low inflation better,-0.015233726055,-0.0502355351809,0.0153411017103,player_cluster,2000,player_id,83,False
exact_appearance_number,appearance_3,3,,3,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,83,83,81,Glicko low inflation better,-0.0120481927711,-0.0963855421687,0.0602409638554,player_cluster,2000,player_id,83,False
exact_appearance_number,appearance_4,4,,4,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,86,86,85,Glicko low inflation better,-0.00721923880958,-0.0490510401707,0.0332465102906,player_cluster,2000,player_id,86,False
exact_appearance_number,appearance_4,4,,4,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,86,86,85,Glicko low inflation better,-0.0223533801121,-0.139585825259,0.0904758386911,player_cluster,2000,player_id,86,False
exact_appearance_number,appearance_4,4,,4,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,86,86,85,Glicko low inflation better,0.0348837209302,-0.0697674418605,0.139534883721,player_cluster,2000,player_id,86,False
exact_appearance_number,appearance_4,4,,4,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_brier,left_model_brier - right_model_brier,86,86,85,Adaptive-K Elo better,-0.00455209411854,-0.0120328322899,0.00280518816671,player_cluster,2000,player_id,86,False
exact_appearance_number,appearance_4,4,,4,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_log_loss,left_model_log_loss - right_model_log_loss,86,86,85,Adaptive-K Elo better,-0.00496794155897,-0.0263528114437,0.0177208542014,player_cluster,2000,player_id,86,False
exact_appearance_number,appearance_4,4,,4,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_accuracy,right_model_accuracy - left_model_accuracy,86,86,85,Adaptive-K Elo better,-0.0116279069767,-0.0581395348837,0.0348837209302,player_cluster,2000,player_id,86,False
exact_appearance_number,appearance_4,4,,4,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,86,86,85,Glicko low inflation better,-0.00165493386318,-0.0140761206029,0.0109481025972,player_cluster,2000,player_id,86,False
exact_appearance_number,appearance_4,4,,4,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,86,86,85,Glicko low inflation better,0.00311396799232,-0.0271483328825,0.0361963408016,player_cluster,2000,player_id,86,False
exact_appearance_number,appearance_4,4,,4,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,86,86,85,Glicko low inflation better,0.046511627907,0.0116279069767,0.093023255814,player_cluster,2000,player_id,86,False
exact_appearance_number,appearance_5,5,,5,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,85,85,82,Glicko low inflation better,0.02273829521,-0.0124115473062,0.0596349226943,player_cluster,2000,player_id,85,False
exact_appearance_number,appearance_5,5,,5,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,85,85,82,Glicko low inflation better,0.0557859645489,-0.0349805250065,0.147982004382,player_cluster,2000,player_id,85,False
exact_appearance_number,appearance_5,5,,5,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,85,85,82,Glicko low inflation better,0.0352941176471,-0.0588235294118,0.117941176471,player_cluster,2000,player_id,85,False
exact_appearance_number,appearance_5,5,,5,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_brier,left_model_brier - right_model_brier,85,85,82,Adaptive-K Elo better,-0.00256127042828,-0.0114230328969,0.00697077639163,player_cluster,2000,player_id,85,False
exact_appearance_number,appearance_5,5,,5,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_log_loss,left_model_log_loss - right_model_log_loss,85,85,82,Adaptive-K Elo better,0.000464511975601,-0.0243866144484,0.0312876349056,player_cluster,2000,player_id,85,False
exact_appearance_number,appearance_5,5,,5,,Validation_best_Elo_minus_best_AdaptiveK,Validation-best Elo - Adaptive-K Elo,Validation_best_Elo,best_AdaptiveK,delta_accuracy,right_model_accuracy - left_model_accuracy,85,85,82,Adaptive-K Elo better,0.0117647058824,-0.0235294117647,0.0473529411765,player_cluster,2000,player_id,85,False
exact_appearance_number,appearance_5,5,,5,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,85,85,82,Glicko low inflation better,0.00404844473507,-0.00870444636714,0.0168605111871,player_cluster,2000,player_id,85,False
exact_appearance_number,appearance_5,5,,5,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,85,85,82,Glicko low inflation better,0.00495752105162,-0.0244019866064,0.0370956023261,player_cluster,2000,player_id,85,False
exact_appearance_number,appearance_5,5,,5,,Glicko_C0_fixed_minus_Glicko_low_fixed,Glicko C0 - Glicko low inflation,Glicko_C0_fixed,Glicko_low_fixed,delta_accuracy,right_model_accuracy - left_model_accuracy,85,85,82,Glicko low inflation better,0,-0.0352941176471,0.0352941176471,player_cluster,2000,player_id,85,False
exact_appearance_number,appearance_6,6,,6,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_brier,left_model_brier - right_model_brier,85,85,84,Glicko low inflation better,0.0161606731888,-0.0285630367428,0.0570484942586,player_cluster,2000,player_id,85,False
exact_appearance_number,appearance_6,6,,6,,Validation_best_Elo_minus_Glicko_low_fixed,Validation-best Elo - Glicko low inflation,Validation_best_Elo,Glicko_low_fixed,delta_log_loss,left_model_log_loss - right_model_log_loss,85,85,84,Glicko low inflation better,0.0176446397525,-0.100101422919,0.129685701588,player_cluster,2000,player_id,85,False
