group,number_of_focal_appearances,number_focal_player_is_small_id,number_focal_player_is_large_id,percentage_focal_player_is_small_id,percentage_focal_player_is_large_id,mean_player_id_for_focal_players,mean_player_id_for_opponents,mean_glicko_probability_current,mean_glicko_probability_reversed,mean_glicko_probability_midpoint,mean_direct_focal_probability,empirical_focal_win_rate
first_1,76,4,72,5.2631578947368425,94.73684210526316,5083.013157894737,4289.368421052632,0.7434483364113538,0.7869939795121185,0.7652211579617361,0.7880934036688146,0.40789473684210525
first_5,406,24,382,5.911330049261084,94.08866995073892,5076.214285714285,4204.977832512315,0.5863701517444896,0.5996746732126917,0.5930224124785907,0.6001826648453289,0.4433497536945813
first_10,855,91,764,10.64327485380117,89.35672514619883,5017.437426900585,4161.753216374269,0.5098015063960607,0.5153600855850066,0.5125807959905336,0.51589420439446,0.4304093567251462
first_20,1695,284,1411,16.755162241887906,83.2448377581121,4948.7628318584075,4101.250147492626,0.4769582712792187,0.4783425556034621,0.4776504134413404,0.4793907105328986,0.431858407079646
