sample,model,model_display,bin_label,bin_lower,bin_upper,games,mean_player_a_probability,empirical_player_a_win_rate,calibration_gap
Inactive >=365 days,Validation_best_Elo,Validation-best Elo,0.3-0.4,0.3,0.4,29,0.360322032617,0.48275862069,0.122436588073
Inactive >=365 days,Validation_best_Elo,Validation-best Elo,0.4-0.5,0.4,0.5,24,0.450881578596,0.333333333333,-0.117548245262
Inactive >=365 days,Validation_best_Elo,Validation-best Elo,0.5-0.6,0.5,0.6,28,0.54816120934,0.535714285714,-0.0124469236259
Inactive >=365 days,Validation_best_Elo,Validation-best Elo,0.6-0.7,0.6,0.7,22,0.642051676217,0.636363636364,-0.00568803985314
Inactive >=365 days,Validation_best_Elo,Validation-best Elo,0.7-0.8,0.7,0.8,21,0.73556468827,0.571428571429,-0.164136116841
Inactive >=365 days,Validation_best_Elo,Validation-best Elo,0.8-0.9,0.8,0.9,16,0.856489087777,0.8125,-0.0439890877771
Inactive >=365 days,Validation_best_Elo,Validation-best Elo,0.9-1.0,0.9,1,17,0.944208287644,1,0.0557917123561
Inactive >=365 days,best_AdaptiveK,Best adaptive-K Elo,0.0-0.1,0,0.1,2,0.0384740681774,0,-0.0384740681774
Inactive >=365 days,best_AdaptiveK,Best adaptive-K Elo,0.1-0.2,0.1,0.2,12,0.158327526774,0,-0.158327526774
Inactive >=365 days,best_AdaptiveK,Best adaptive-K Elo,0.2-0.3,0.2,0.3,24,0.251820906231,0.208333333333,-0.0434875728977
Inactive >=365 days,best_AdaptiveK,Best adaptive-K Elo,0.3-0.4,0.3,0.4,29,0.348770117304,0.344827586207,-0.00394253109679
Inactive >=365 days,best_AdaptiveK,Best adaptive-K Elo,0.4-0.5,0.4,0.5,25,0.449175247964,0.4,-0.0491752479635
Inactive >=365 days,best_AdaptiveK,Best adaptive-K Elo,0.5-0.6,0.5,0.6,33,0.536558127279,0.545454545455,0.008896418176
Inactive >=365 days,best_AdaptiveK,Best adaptive-K Elo,0.6-0.7,0.6,0.7,30,0.649490357819,0.633333333333,-0.0161570244853
Inactive >=365 days,best_AdaptiveK,Best adaptive-K Elo,0.7-0.8,0.7,0.8,14,0.74615752626,0.642857142857,-0.103300383403
Inactive >=365 days,best_AdaptiveK,Best adaptive-K Elo,0.8-0.9,0.8,0.9,19,0.853119232611,0.894736842105,0.0416176094939
Inactive >=365 days,best_AdaptiveK,Best adaptive-K Elo,0.9-1.0,0.9,1,10,0.939875359076,1,0.0601246409245
Inactive >=365 days,Glicko_C0_fixed,Glicko C0,0.0-0.1,0,0.1,2,0.0419192759846,0.5,0.458080724015
Inactive >=365 days,Glicko_C0_fixed,Glicko C0,0.1-0.2,0.1,0.2,14,0.154957584451,0.214285714286,0.0593281298348
Inactive >=365 days,Glicko_C0_fixed,Glicko C0,0.2-0.3,0.2,0.3,16,0.245122512344,0.3125,0.0673774876559
Inactive >=365 days,Glicko_C0_fixed,Glicko C0,0.3-0.4,0.3,0.4,16,0.352654839623,0.3125,-0.0401548396228
Inactive >=365 days,Glicko_C0_fixed,Glicko C0,0.4-0.5,0.4,0.5,21,0.453108289627,0.238095238095,-0.215013051532
Inactive >=365 days,Glicko_C0_fixed,Glicko C0,0.5-0.6,0.5,0.6,34,0.554719820203,0.382352941176,-0.172366879027
Inactive >=365 days,Glicko_C0_fixed,Glicko C0,0.6-0.7,0.6,0.7,34,0.652627717622,0.588235294118,-0.0643924235039
Inactive >=365 days,Glicko_C0_fixed,Glicko C0,0.7-0.8,0.7,0.8,24,0.745970993443,0.583333333333,-0.162637660109
Inactive >=365 days,Glicko_C0_fixed,Glicko C0,0.8-0.9,0.8,0.9,21,0.848652358808,0.809523809524,-0.0391285492845
Inactive >=365 days,Glicko_C0_fixed,Glicko C0,0.9-1.0,0.9,1,16,0.953384728846,0.9375,-0.0158847288461
Inactive >=365 days,Default_Elo,Default Elo,0.0-0.1,0,0.1,2,0.059109178511,0,-0.059109178511
Inactive >=365 days,Default_Elo,Default Elo,0.1-0.2,0.1,0.2,3,0.154261878567,0,-0.154261878567
Inactive >=365 days,Default_Elo,Default Elo,0.2-0.3,0.2,0.3,15,0.254804539997,0.133333333333,-0.121471206663
Inactive >=365 days,Default_Elo,Default Elo,0.3-0.4,0.3,0.4,34,0.34888659034,0.235294117647,-0.113592472693
Inactive >=365 days,Default_Elo,Default Elo,0.4-0.5,0.4,0.5,42,0.452267576327,0.428571428571,-0.0236961477558
Inactive >=365 days,Default_Elo,Default Elo,0.5-0.6,0.5,0.6,44,0.544851673167,0.568181818182,0.0233301450149
Inactive >=365 days,Default_Elo,Default Elo,0.6-0.7,0.6,0.7,20,0.647840716976,0.6,-0.047840716976
Inactive >=365 days,Default_Elo,Default Elo,0.7-0.8,0.7,0.8,14,0.742237578966,0.785714285714,0.0434767067486
Inactive >=365 days,Default_Elo,Default Elo,0.8-0.9,0.8,0.9,16,0.853070966934,0.875,0.0219290330657
Inactive >=365 days,Default_Elo,Default Elo,0.9-1.0,0.9,1,8,0.936143952187,1,0.0638560478128
Both players active last 365 days,Glicko_low_fixed,Glicko low inflation,0.0-0.1,0,0.1,473,0.059824537462,0.061310782241,0.001486244779
Both players active last 365 days,Glicko_low_fixed,Glicko low inflation,0.1-0.2,0.1,0.2,842,0.151534544407,0.171021377672,0.0194868332657
Both players active last 365 days,Glicko_low_fixed,Glicko low inflation,0.2-0.3,0.2,0.3,1034,0.251092840018,0.264023210832,0.0129303708139
Both players active last 365 days,Glicko_low_fixed,Glicko low inflation,0.3-0.4,0.3,0.4,1192,0.351377317066,0.35822147651,0.00684415944387
Both players active last 365 days,Glicko_low_fixed,Glicko low inflation,0.4-0.5,0.4,0.5,1323,0.449941545509,0.442176870748,-0.00776467476027
Both players active last 365 days,Glicko_low_fixed,Glicko low inflation,0.5-0.6,0.5,0.6,1365,0.550314826296,0.54652014652,-0.0037946797757
Both players active last 365 days,Glicko_low_fixed,Glicko low inflation,0.6-0.7,0.6,0.7,1395,0.649369308039,0.637992831541,-0.0113764764977
Both players active last 365 days,Glicko_low_fixed,Glicko low inflation,0.7-0.8,0.7,0.8,1251,0.749952459756,0.726618705036,-0.0233337547204
Both players active last 365 days,Glicko_low_fixed,Glicko low inflation,0.8-0.9,0.8,0.9,1190,0.850249011691,0.840336134454,-0.00991287723708
Both players active last 365 days,Glicko_low_fixed,Glicko low inflation,0.9-1.0,0.9,1,971,0.945826756676,0.94438722966,-0.00143952701587
Both players active last 365 days,Validation_best_Elo,Validation-best Elo,0.0-0.1,0,0.1,432,0.0568096593926,0.0439814814815,-0.0128281779111
Both players active last 365 days,Validation_best_Elo,Validation-best Elo,0.1-0.2,0.1,0.2,721,0.153043489237,0.174757281553,0.0217137923165
Both players active last 365 days,Validation_best_Elo,Validation-best Elo,0.2-0.3,0.2,0.3,1053,0.253638154351,0.268755935423,0.0151177810717
Both players active last 365 days,Validation_best_Elo,Validation-best Elo,0.3-0.4,0.3,0.4,1311,0.353298296688,0.363081617086,0.00978332039858
Both players active last 365 days,Validation_best_Elo,Validation-best Elo,0.4-0.5,0.4,0.5,1463,0.450326478685,0.446343130554,-0.00398334813115
Both players active last 365 days,Validation_best_Elo,Validation-best Elo,0.5-0.6,0.5,0.6,1472,0.549535618702,0.547554347826,-0.00198127087616
Both players active last 365 days,Validation_best_Elo,Validation-best Elo,0.6-0.7,0.6,0.7,1380,0.647593594304,0.65,0.0024064056959
Both players active last 365 days,Validation_best_Elo,Validation-best Elo,0.7-0.8,0.7,0.8,1167,0.74873589236,0.727506426735,-0.021229465625
Both players active last 365 days,Validation_best_Elo,Validation-best Elo,0.8-0.9,0.8,0.9,1057,0.849315580489,0.845789971618,-0.003525608871
Both players active last 365 days,Validation_best_Elo,Validation-best Elo,0.9-1.0,0.9,1,980,0.945484897633,0.935714285714,-0.00977061191841
Both players active last 365 days,best_AdaptiveK,Best adaptive-K Elo,0.0-0.1,0,0.1,226,0.0629992028594,0.0221238938053,-0.0408753090541
Both players active last 365 days,best_AdaptiveK,Best adaptive-K Elo,0.1-0.2,0.1,0.2,581,0.155109880748,0.117039586919,-0.0380702938284
Both players active last 365 days,best_AdaptiveK,Best adaptive-K Elo,0.2-0.3,0.2,0.3,1023,0.253435015477,0.24926686217,-0.00416815330652
Both players active last 365 days,best_AdaptiveK,Best adaptive-K Elo,0.3-0.4,0.3,0.4,1470,0.351692284572,0.355102040816,0.00340975624419
Both players active last 365 days,best_AdaptiveK,Best adaptive-K Elo,0.4-0.5,0.4,0.5,1653,0.451437031153,0.413793103448,-0.0376439277045
Both players active last 365 days,best_AdaptiveK,Best adaptive-K Elo,0.5-0.6,0.5,0.6,1746,0.548994845827,0.568728522337,0.0197336765094
Both players active last 365 days,best_AdaptiveK,Best adaptive-K Elo,0.6-0.7,0.6,0.7,1521,0.648083304317,0.652859960552,0.00477665623525
Both players active last 365 days,best_AdaptiveK,Best adaptive-K Elo,0.7-0.8,0.7,0.8,1168,0.746663024041,0.77654109589,0.0298780718498
Both players active last 365 days,best_AdaptiveK,Best adaptive-K Elo,0.8-0.9,0.8,0.9,1020,0.848796398268,0.870588235294,0.0217918370258
Both players active last 365 days,best_AdaptiveK,Best adaptive-K Elo,0.9-1.0,0.9,1,628,0.940527591216,0.963375796178,0.0228482049628
Both players active last 365 days,Glicko_C0_fixed,Glicko C0,0.0-0.1,0,0.1,185,0.0668109972764,0.0972972972973,0.0304863000209
Both players active last 365 days,Glicko_C0_fixed,Glicko C0,0.1-0.2,0.1,0.2,518,0.154464067216,0.146718146718,-0.00774592049827
Both players active last 365 days,Glicko_C0_fixed,Glicko C0,0.2-0.3,0.2,0.3,837,0.254934050797,0.213859020311,-0.0410750304863
Both players active last 365 days,Glicko_C0_fixed,Glicko C0,0.3-0.4,0.3,0.4,1279,0.352029682042,0.307271305708,-0.044758376334
Both players active last 365 days,Glicko_C0_fixed,Glicko C0,0.4-0.5,0.4,0.5,1556,0.451142777933,0.410025706941,-0.0411170709924
Both players active last 365 days,Glicko_C0_fixed,Glicko C0,0.5-0.6,0.5,0.6,1660,0.549854951985,0.504819277108,-0.045035674877
Both players active last 365 days,Glicko_C0_fixed,Glicko C0,0.6-0.7,0.6,0.7,1722,0.649172280447,0.624854819977,-0.0243174604703
Both players active last 365 days,Glicko_C0_fixed,Glicko C0,0.7-0.8,0.7,0.8,1441,0.749556978582,0.741151977793,-0.008405000789
Both players active last 365 days,Glicko_C0_fixed,Glicko C0,0.8-0.9,0.8,0.9,1151,0.847960394999,0.84448305821,-0.00347733678855
Both players active last 365 days,Glicko_C0_fixed,Glicko C0,0.9-1.0,0.9,1,687,0.939469596888,0.963609898108,0.02414030122
Both players active last 365 days,Default_Elo,Default Elo,0.0-0.1,0,0.1,182,0.0616448113737,0.0274725274725,-0.0341722839012
Both players active last 365 days,Default_Elo,Default Elo,0.1-0.2,0.1,0.2,462,0.151862688325,0.0974025974026,-0.0544600909229
Both players active last 365 days,Default_Elo,Default Elo,0.2-0.3,0.2,0.3,842,0.256632337653,0.231591448931,-0.0250408887218
Both players active last 365 days,Default_Elo,Default Elo,0.3-0.4,0.3,0.4,1471,0.354339457332,0.333106730116,-0.0212327272164
Both players active last 365 days,Default_Elo,Default Elo,0.4-0.5,0.4,0.5,1974,0.451839946705,0.413373860182,-0.0384660865227
Both players active last 365 days,Default_Elo,Default Elo,0.5-0.6,0.5,0.6,1953,0.54798521478,0.573476702509,0.025491487729
Both players active last 365 days,Default_Elo,Default Elo,0.6-0.7,0.6,0.7,1500,0.645981752611,0.668666666667,0.0226849140555
Both players active last 365 days,Default_Elo,Default Elo,0.7-0.8,0.7,0.8,1132,0.747430799227,0.77296819788,0.0255373986525
Both players active last 365 days,Default_Elo,Default Elo,0.8-0.9,0.8,0.9,966,0.849347487268,0.870600414079,0.0212529268108
Both players active last 365 days,Default_Elo,Default Elo,0.9-1.0,0.9,1,554,0.939768262969,0.956678700361,0.016910437392
