full_sample_games,full_sample_events,full_delta_brier,full_delta_logloss,minimum_leave_one_event_out_delta_brier,maximum_leave_one_event_out_delta_brier,number_of_sign_changes,proportion_of_sign_changes,most_influential_removed_event
72,58,-0.112391276298,-0.282676233371,-0.120364468697,-0.106565729812,0,0,2025_38
