analysis_role,subgroup,games,events,glicko_brier,elo_brier,delta_brier,delta_brier_ci_lower,delta_brier_ci_upper,glicko_logloss,elo_logloss,delta_logloss,delta_logloss_ci_lower,delta_logloss_ci_upper,accuracy_difference,inflation_delta_brier,adaptive_delta_brier,small_sample_warning,bootstrap_type,bootstrap_replications
exclusion_robustness,All games,11379,629,0.187723898475,0.19007264006,0.00234874158473,0.000870412362363,0.00385256570773,0.552153543275,0.556534255949,0.00438071267314,0.000674190169856,0.00781134166332,0.00703049477107,0.00801871512715,0.00305752406084,False,event_cluster,2000
exclusion_robustness,Excluding all debut games,11305,629,0.186865848273,0.189945768873,0.00307992060027,0.00162611199139,0.00456284989395,0.550034382748,0.556244096884,0.00620971413626,0.00269472772702,0.00976614234505,0.00796107916851,0.0078984290747,0.00369377487315,False,event_cluster,2000
exclusion_robustness,Excluding debut and inactive >=365 games,11107,626,0.186830737683,0.189943773136,0.00311303545254,0.00176686887353,0.00451490419728,0.549843975807,0.556326336381,0.00648236057341,0.00320969198038,0.0100145998693,0.00756279823535,0.00752912759399,0.00373134359691,False,event_cluster,2000
exclusion_robustness,Both players have history,11305,629,0.186865848273,0.189945768873,0.00307992060027,0.00162611199139,0.00456284989395,0.550034382748,0.556244096884,0.00620971413626,0.00269472772702,0.00976614234505,0.00796107916851,0.0078984290747,0.00369377487315,False,event_cluster,2000
exclusion_robustness,Both players have at least 5 previous games,10992,628,0.185489393251,0.188552155856,0.00306276260549,0.00181229878007,0.00435437734053,0.546367306996,0.552727166115,0.00635985911927,0.00341074892379,0.00927952102774,0.007096069869,0.00815829609021,0.00354407521574,False,event_cluster,2000
exclusion_robustness,Both players have at least 20 previous games,9916,599,0.184254179978,0.187131870413,0.00287769043474,0.00189868479056,0.00390979073992,0.543453785196,0.549734433911,0.00628064871597,0.00380006158053,0.00882305607911,0.00504235578862,0.00838750455958,0.00282317322925,False,event_cluster,2000
exclusion_robustness,Both active in last 365 days and no debut,11036,626,0.186642932994,0.189768721077,0.00312578808283,0.00174882564882,0.00452903279706,0.549399610245,0.555903925022,0.00650431477702,0.00319193430836,0.0100655478834,0.0074302283436,0.00747702817043,0.00375458620644,False,event_cluster,2000
